cap-shape,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-color,has-ring,ring-type,habitat,season
p,n,f,e,w,w,t,p,d,a
p,n,f,e,w,w,t,p,d,u
x,n,f,e,w,w,t,p,d,u
p,n,f,e,w,w,t,p,d,u
p,n,f,e,w,w,t,p,d,a
p,n,f,e,w,w,t,p,d,u
x,n,f,e,w,w,t,p,d,u
x,n,f,e,w,w,t,p,d,a
p,n,f,e,w,w,t,p,d,a
x,n,f,e,w,w,t,p,d,u
p,n,f,e,w,w,t,p,d,u
x,n,f,e,w,w,t,p,d,u
f,g,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,g,d,a
f,n,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,g,d,a
f,n,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,e,d,u
x,g,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,e,d,u
x,g,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,g,d,a
f,n,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,e,d,u
x,g,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,e,d,u
x,g,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,e,d,u
x,g,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,e,d,u
x,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,g,d,a
f,n,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,e,d,u
x,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,g,d,a
f,n,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,e,d,u
x,g,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,g,d,a
f,n,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,g,d,a
f,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,g,d,a
f,n,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,g,d,a
f,n,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,g,d,a
f,n,f,e,w,w,t,g,d,a
f,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,e,d,u
x,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,g,d,a
f,n,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,g,d,a
f,n,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,a
f,g,f,e,w,w,t,g,d,u
x,g,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,g,d,a
f,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,e,d,u
x,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,g,d,u
f,n,f,e,w,w,t,g,d,a
x,n,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,e,d,u
f,g,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,e,d,u
x,g,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,e,d,a
x,n,f,e,w,w,t,e,d,a
f,n,f,e,w,w,t,e,d,u
x,n,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,g,d,a
f,n,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,g,d,u
f,g,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,e,d,u
f,n,f,e,w,w,t,g,d,a
x,g,f,e,w,w,t,e,d,a
x,g,f,e,w,w,t,e,d,u
x,g,f,e,w,w,t,g,d,u
x,n,f,e,w,w,t,e,d,a
f,g,f,e,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,a
f,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
f,n,t,,w,w,t,g,d,a
x,n,t,,w,w,t,g,d,u
x,n,t,,w,w,t,g,d,u
